name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Fire Away,Flicker (Deluxe),Niall Horan,7JyZzz4rMPMWMsb27vArSN,2017-10-20,53,206362,0.598,0.259,0.478,0.000321,0.0994,0.255,-11.304,0.0314,140.012,6,4,calm
"This Town - Live, 1 Mic 1 Take","This Town (Live, 1 Mic 1 Take)",Niall Horan,4P9WXJ38FXhVkuGjX3j0qM,2016-11-18,41,221642,0.68,0.724,0.354,0.0,0.0998,0.368,-7.949,0.0334,116.504,9,4,calm
Marvins Room,Take Care (Deluxe),Drake,2z3htsNRuhDN923ITatc56,2011-11-15,35,347226,0.492,0.646,0.26,0.00178,0.0705,0.312,-17.341,0.0921,111.519,9,5,calm
Trouble,Tell Me I'm Pretty,Cage The Elephant,5n0CTysih20NYdT2S0Wpe8,2015-12-18,72,225973,0.47,0.392,0.623,0.000439,0.0992,0.298,-5.655,0.0302,77.861,0,4,calm
When We Were Young,25,Adele,6O5TrlFWTYvznd9fMC0VvU,2015-11-20,78,290900,0.376,0.303,0.595,0.0,0.095,0.265,-5.936,0.0496,144.361,3,4,calm
What Do You Mean? - Acoustic,Purpose (Deluxe),Justin Bieber,5YNf9s8WE3iF33YaFNrgpa,2015-11-13,60,203800,0.773,0.794,0.358,0.0,0.104,0.756,-10.634,0.044,124.934,8,4,calm
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,2014-12-15,70,260533,0.546,0.818,0.311,1.65e-05,0.107,0.246,-10.396,0.0288,147.464,1,4,calm
Marvin Gaye (feat. Meghan Trainor),Some Type of Love,Charlie Puth,6ukMqDxnOPOgoHdak7Kyp3,2015-05-01,66,190453,0.795,0.417,0.616,0.0,0.349,0.815,-5.281,0.06,110.015,1,4,calm
It Will Rain,It Will Rain,Bruno Mars,4rMNgxEwGWoPHIUcvB5BrB,2011-09-27,63,257847,0.574,0.359,0.824,0.0,0.0816,0.434,-6.885,0.0463,149.981,2,4,calm
More Than This,Up All Night,One Direction,0UAB340gAcSMk3r0a8PTag,2012-05-25,65,229106,0.498,0.0607,0.715,0.0,0.274,0.225,-4.446,0.0315,151.809,0,4,calm
Little Things,Take Me Home (Expanded Edition),One Direction,0TAmnCzOtqRfvA38DDLTjj,2012-11-12,76,219040,0.709,0.811,0.22,0.0,0.175,0.53,-11.856,0.0327,110.076,7,4,calm
Rehab,bloom (Deluxe),Machine Gun Kelly,26Up4Z4Tq5Yc8ajbDQwIXR,2017-05-12,53,266320,0.49,0.125,0.607,0.0,0.0953,0.155,-6.282,0.0368,85.043,11,4,calm
Rehab (Winter In Paris),Fuck The World,Brent Faiyaz,0zWbYGQq5O1KQd0iqzgjP6,2020-02-07,71,180303,0.549,0.809,0.242,8.1e-05,0.127,0.286,-11.692,0.038,144.211,5,4,calm
Let Me Know,Fuck The World,Brent Faiyaz,0dJhXJKZTpiaxTUc7uItIN,2020-02-07,64,215057,0.743,0.175,0.548,0.00018,0.088,0.558,-6.545,0.0947,85.017,6,4,calm
Drama (feat. Drake),Exis,Roy Woods,0PXp9QxBfSKGGpWUNaws2X,2015-07-31,76,251859,0.709,0.157,0.362,0.0,0.109,0.113,-9.814,0.055,122.043,11,4,calm
Get You (feat. Kali Uchis),Freudian,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,2017-08-25,80,278179,0.658,0.422,0.294,5.2e-05,0.0749,0.358,-8.533,0.0321,74.038,4,4,calm
Easily,A Song For Every Moon,Bruno Major,2k9N4caeCIJLOWwWwssrEM,2017-08-31,75,210240,0.772,0.491,0.256,0.00612,0.144,0.357,-8.545,0.0481,118.902,7,3,calm
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,2017-04-14,82,213400,0.8,0.264,0.585,0.0,0.153,0.779,-7.343,0.0924,126.058,10,4,calm
Poison,Poison,Brent Faiyaz,5NijSs5dAwaIybq1GaRTIe,2016-08-03,71,212992,0.689,0.711,0.394,0.000905,0.0859,0.382,-10.102,0.065,117.489,2,3,calm
My Favorite Part,The Divine Feminine,Mac Miller,66wkCYWlXzSTQAfnsPBptt,2016-09-16,73,216000,0.861,0.627,0.33,1.93e-06,0.14,0.718,-7.194,0.0526,95.016,6,4,calm
Stay,The Divine Feminine,Mac Miller,4brX8MJs5hxErgq48f9REO,2016-09-16,67,326426,0.742,0.566,0.561,0.000135,0.641,0.55,-7.017,0.139,134.01,6,4,calm
Liability,Melodrama,Lorde,6Kkt27YmFyIFrcX3QXFi2o,2017-06-16,75,171727,0.587,0.92,0.229,0.0,0.1,0.379,-11.254,0.128,75.67,10,4,calm
Fallingforyou,The 1975 (Deluxe Version),The 1975,2TgxCUZdHFkPEVmFge1OSd,2013,60,240670,0.264,0.892,0.285,0.000471,0.344,0.0776,-15.208,0.0385,84.825,1,4,calm
On My Own,Teen Beach 2 (Original TV Movie Soundtrack),Various Artists,51xUartdwQzXmtrwHyXRVp,2015-01-01,75,145413,0.669,0.14,0.593,0.0,0.119,0.281,-6.628,0.0406,87.965,7,4,calm
"Girl Crush - Recorded at Metropolis Studios, London",Spotify Singles,Harry Styles,4YutJsNwBBInE8vemufpQ8,2017-09-27,73,243804,0.468,0.658,0.197,0.0,0.109,0.249,-11.727,0.033,144.212,4,3,calm
Break My Heart Again,Blood Harmony (Deluxe),FINNEAS,7gGBgh0bVxHPgZjA505bo9,2020-08-07,71,238012,0.402,0.907,0.151,0.0,0.0941,0.489,-14.228,0.04,144.069,4,4,calm
For The Nights I Can't Remember,Famous Last Words,Hedley,4EvUMOD47ByjtfxPUtHPUG,2007-01-01,46,241733,0.361,0.0732,0.793,0.0,0.115,0.381,-4.149,0.0417,107.009,0,3,calm
Still,Heartbreak Weather,Niall Horan,4Zwt0IkpzDOW2u0YfV94TK,2020-03-13,64,251883,0.416,0.123,0.45,0.0,0.113,0.287,-6.198,0.0269,97.676,3,4,calm
Shiver,Parachutes,Coldplay,0qksx8mV28lztYIZ1om8ml,2000-07-10,67,304200,0.396,0.0334,0.803,0.0,0.0688,0.286,-6.186,0.0487,116.705,4,3,calm
Your Power,Your Power,Billie Eilish,5qNh5WtzMbfpSj2jLlBkoD,2021-04-29,8,245896,0.634,0.937,0.285,0.000359,0.232,0.203,-14.007,0.0807,129.65,9,4,calm
Nights,Blonde,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,2016-08-20,79,307151,0.466,0.42,0.548,1.01e-06,0.113,0.423,-9.362,0.118,89.815,5,4,calm
Ivy,Blonde,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,79,249191,0.567,0.782,0.388,0.000309,0.248,0.452,-9.579,0.0384,116.362,9,4,calm
White Ferrari,Blonde,Frank Ocean,2LMkwUfqC6S6s6qDVlEuzV,2016-08-20,77,248807,0.444,0.784,0.0924,0.0,0.304,0.219,-15.605,0.0366,108.917,0,4,calm
IT'S ALL FADING TO BLACK,Bad Vibes Forever,XXXTENTACION,0R6dvBlNevqkzioHLoygbI,2019-12-06,59,151683,0.646,0.106,0.546,0.00492,0.207,0.252,-6.9,0.0303,105.047,7,4,calm
HEARTEATER,Bad Vibes Forever,XXXTENTACION,0MW5zwGXciXyVdFwQbvBq8,2019-12-06,66,136357,0.78,0.0563,0.527,0.000412,0.0437,0.588,-4.702,0.0296,99.986,9,4,calm
Ecstasy,Bad Vibes Forever,XXXTENTACION,4s7U2mS26ab7GFtgeUcwKA,2019-12-06,58,240068,0.606,0.509,0.36,9.55e-05,0.105,0.0391,-7.231,0.184,72.476,3,4,calm
One Thing,Finger Eleven,Finger Eleven,2BepFzUWfczDk68DXj10w3,2003-01-01,61,279573,0.588,0.447,0.555,0.0,0.0806,0.445,-9.401,0.0334,151.991,1,4,calm
Nothing Compares 2 U,No One Sings Like You Anymore,Chris Cornell,65mnqRK6fcQWpgNV2UibqM,2020-12-11,51,252355,0.491,0.115,0.564,0.0,0.0587,0.404,-6.336,0.0264,65.0,1,4,calm
Walking in the Wind,Made In The A.M. (Deluxe Edition),One Direction,1ZycJRpLOazlLcoFGxGROO,2015-11-13,68,202640,0.687,0.0829,0.447,0.0,0.0878,0.501,-6.586,0.0486,114.578,8,4,calm
Home,Rarities - EP,One Direction,5UcphALlWd7sBBySclJvAi,2010-11-29,64,194906,0.42,0.0115,0.867,0.0,0.0851,0.63,-5.397,0.0853,78.814,9,4,calm
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,3AVrVz5rK8Hrqo9YGiVGN5,2017-06-09,79,290146,0.369,0.0194,0.467,0.46,0.109,0.174,-9.018,0.0274,94.473,5,4,calm
11 Minutes (with Halsey feat. Travis Barker),11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,4mGdjNMo0RonTlOEb7cYg4,2019-02-14,66,239507,0.464,0.0116,0.852,0.0,0.108,0.233,-3.804,0.067,160.075,11,4,calm
Circles,Circles,Post Malone,4VginDwYTP2eaHJzO0QMjG,2019-08-30,1,214906,0.704,0.233,0.758,0.00144,0.0924,0.534,-3.537,0.0402,120.003,0,4,calm
Up All Night,Up All Night,Khalid,1mpD5Q8IM32I4bF6eCpU74,2019-11-14,65,157220,0.665,0.00103,0.712,0.00333,0.102,0.669,-7.536,0.0527,93.992,1,4,calm
Lonely,Lonely,Diplo,4fwo6czG5nvOQMzhOto1ya,2019-09-27,1,139813,0.738,0.062,0.717,0.0,0.205,0.5,-5.121,0.0573,98.047,1,4,calm
Easy,Easy,Camila Cabello,46D0hYb1B7qiU33VtXt21W,2019-10-11,61,194686,0.574,0.411,0.593,1.55e-06,0.0966,0.355,-5.731,0.0463,128.073,4,4,calm
So Good,So Good,Dove Cameron,77OweUKV2752QnHqq9mMOE,2019-11-01,12,157533,0.714,0.289,0.634,0.0,0.0785,0.356,-7.03,0.0517,95.093,2,4,calm
Someone You Loved,Breach,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,2018-11-08,74,182160,0.501,0.751,0.405,0.0,0.105,0.446,-5.679,0.0319,109.891,1,4,calm
"What Happened, Happened","What Happened, Happened",Emily Vu,5b7s6hCFACG7s4LSw2l5On,2019-10-01,0,184528,0.553,0.697,0.428,0.0,0.115,0.271,-9.206,0.155,82.807,2,4,calm
Time,The Search,NF,6MxMqCgqmekcr0VwSU7AVH,2019-07-26,72,240428,0.677,0.138,0.688,0.0,0.114,0.198,-4.058,0.0633,98.049,0,4,calm
Always Been You,The Story of Us,Quinn XCII,7cWyFwAaxdK2HSRuiRkMjy,2017-09-15,58,235720,0.731,0.334,0.588,0.0,0.278,0.449,-5.217,0.0749,80.019,3,4,calm
Location,American Teen,Khalid,152lZdxL1OR0ZMW6KquMif,2017-04-27,79,219080,0.736,0.33,0.449,0.000162,0.0898,0.326,-11.462,0.425,80.126,1,4,calm
Mean It,~how i'm feeling~,Lauv,3GRSqlALWISqLeNncZMbpX,2019-11-14,0,232853,0.746,0.0407,0.45,0.0,0.172,0.336,-8.543,0.0872,95.998,7,4,calm
Outnumbered,Without Fear,Dermot Kennedy,4Ta3PhWmY50ZLU1uhKFKPE,2019-10-04,64,245699,0.614,0.247,0.684,0.0,0.0976,0.258,-5.79,0.157,156.85,0,4,calm
Stay With Me,In The Lonely Hour (Deluxe Edition),Sam Smith,7IHOIqZUUInxjVkko181PB,2014-01-01,3,172723,0.5,0.566,0.418,0.000193,0.11,0.176,-6.535,0.0377,84.899,0,4,calm
Best Part of Me (feat. YEBBA),Best Part of Me (feat. YEBBA),Ed Sheeran,5ug4vqGZ3eisGhY1IsziNX,2019-07-05,65,243266,0.565,0.762,0.242,9.3e-06,0.285,0.237,-8.367,0.0318,81.657,2,4,calm
"Secret Love Song, Pt. II",Get Weird (Deluxe),Little Mix,2BnjU9TqIovk0IQ7jJaA4z,2015-11-06,1,266920,0.384,0.75,0.385,0.0,0.08,0.155,-7.252,0.0383,94.415,9,4,calm
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2CvOqDpQIMw69cCzWqr5yr,2008,74,261160,0.422,0.273,0.712,0.0,0.051,0.471,-5.907,0.1,78.454,11,4,calm
Real Friends,Real Friends,Camila Cabello,5vnpANH92iEajvGwE2oQ6r,2018-08-16,57,223583,0.701,0.235,0.512,5.07e-06,0.135,0.663,-6.869,0.0969,91.947,0,4,calm
Memories,Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,2019-09-20,34,189486,0.764,0.837,0.32,0.0,0.0822,0.575,-7.209,0.0546,91.019,11,4,calm
Either Way (feat. Joey Bada$$),Either Way (feat. Joey Bada$$),Snakehips,3nodtPfXcok53E8Uze8gvD,2017-07-28,53,187588,0.635,0.309,0.659,0.0,0.302,0.54,-4.92,0.155,178.018,8,4,calm
Goodbyes (feat. Young Thug),Hollywood's Bleeding,Post Malone,0t3ZvGKlmYmVsDzBJAXK8C,2019-09-06,79,174853,0.548,0.456,0.653,0.0,0.103,0.163,-3.875,0.081,150.068,5,4,calm
Love Don’t Hate It,Love Don’t Hate It,Duncan Laurence,3WpCAAxdEOY5L4tT6Dt2H8,2019-10-23,47,171072,0.561,0.154,0.564,0.0,0.114,0.473,-9.268,0.0548,83.965,7,4,calm
i'm so tired...,i'm so tired...,Lauv,7COXchtUOMd6uIT6HvmRaI,2019-01-24,2,162582,0.599,0.176,0.733,0.0,0.242,0.534,-7.058,0.203,102.211,11,4,calm
Golden Years - M-Phazes Remix,Golden Years (M-Phazes Remix),Ruel,06HUJRcD0t95ogCb2pMQJF,2018-03-16,44,234293,0.722,0.187,0.559,8.96e-06,0.125,0.255,-5.249,0.0342,110.065,10,4,calm
My Bad,My Bad,Khalid,1DUSuNhF8P5vUGNPpQiZa5,2019-03-07,58,166101,0.645,0.543,0.568,0.266,0.257,0.391,-9.127,0.0823,84.999,5,4,calm
Wake Me When It's Quiet,Wake Me When It's Quiet,Hilda,5JCZ1e1ahbCkzwX62BbsY7,2018-05-14,0,215357,0.689,0.365,0.51,0.000333,0.126,0.25,-6.707,0.0458,111.951,4,4,calm
Family,World War Joy,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,2019-12-06,63,194826,0.584,0.426,0.607,0.0,0.101,0.374,-6.605,0.0356,117.817,11,4,calm
Honesty,Volume 1 EP,Pink Sweat$,6bsg90K6hmiDiGF839rOPE,2018-11-02,56,189000,0.66,0.964,0.139,1.1e-05,0.105,0.312,-16.339,0.0323,79.975,6,4,calm
Flames (feat. Ruel),Flames (feat. Ruel) [Lastlings Remix],SG Lewis,4JiuLIWKkLH2iluzOhXh5Y,2019-08-09,50,216765,0.555,0.0891,0.62,0.00306,0.107,0.371,-5.822,0.118,193.924,9,3,calm
Outta My Head (with John Mayer),Free Spirit,Khalid,09oZ9eXQ2fo6YDrPzJqAoP,2019-04-05,66,177066,0.729,0.0174,0.545,0.000274,0.369,0.514,-7.818,0.0316,103.012,0,4,calm
Paradise,Free Spirit,Khalid,6fOOKqQWcSy33ApU1wqkkW,2019-04-05,58,173653,0.581,0.206,0.452,0.00329,0.0881,0.523,-9.558,0.15,75.046,11,4,calm
Die For You,Starboy,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,2016-11-25,84,260253,0.582,0.111,0.525,0.0,0.134,0.51,-7.163,0.0627,133.249,1,4,calm
Caught Up (feat. Khalid),Caught Up (feat. Khalid),Majid Jordan,1opARDDYaOeE1QUdwXmBGu,2019-07-24,58,247546,0.678,0.29,0.438,0.0,0.0838,0.501,-8.847,0.0577,81.498,9,4,calm
like that,aurora,Bea Miller,6E37j4b44JGpdk297urpKM,2018-02-23,71,185546,0.573,0.186,0.441,0.0,0.61,0.389,-5.799,0.0758,61.657,6,4,calm
About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,To All The Boys: P.S. I Still Love You (Music From The Netflix Film),Various Artists,12x0zQ2X70OVWsM5X4pg2z,2020-02-07,47,214040,0.636,0.316,0.782,6.36e-06,0.15,0.257,-5.489,0.0502,96.941,0,4,calm
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,83,215106,0.459,0.604,0.575,0.0,0.0885,0.183,-4.858,0.0573,111.881,3,4,calm
Dancing On My Own,Only Human (Deluxe),Calum Scott,2BOqDYLOJBiMOXShCV1neZ,2018-03-09,81,260285,0.681,0.837,0.174,3.35e-05,0.0983,0.231,-8.745,0.0315,112.672,1,4,calm
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,64GRDrL1efgXclrhVCeuA0,2015-11-06,73,219535,0.468,0.919,0.19,0.0,0.107,0.326,-11.138,0.0373,125.319,4,4,calm
I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,3S0OXQeoh0w6AY8WQVckRW,2008-05-01,74,242946,0.703,0.559,0.444,0.0,0.0973,0.712,-9.331,0.0417,150.96,11,4,calm
Gravity,Continuum,John Mayer,3SktMqZmo3M9zbB7oKMIF7,2006-09-11,73,245826,0.753,0.731,0.326,0.00131,0.24,0.237,-9.883,0.0342,123.799,7,3,calm
Be Alright,A Place We Knew,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,2019-03-22,75,196493,0.551,0.705,0.537,0.0,0.0802,0.493,-7.595,0.034,126.421,11,4,calm
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,2015-01-09,78,225053,0.63,0.4,0.53,0.0,0.177,0.417,-7.259,0.0434,108.038,0,3,calm
Feelings,~how i'm feeling~,Lauv,3TnhEoToeS6EUCLYsU8tPW,2020-01-16,0,189613,0.694,0.0934,0.466,0.0,0.098,0.246,-6.758,0.0384,103.018,9,4,calm
Push My Luck,World War Joy,The Chainsmokers,4h8Pmw3RELdsanPjssyJoB,2019-12-06,58,181853,0.563,0.293,0.645,0.0,0.202,0.523,-6.422,0.0428,89.976,2,4,calm
if we never met,if we never met,John K,5HBDBBr5OV90lubqW8ctJF,2019-04-26,67,144426,0.958,0.171,0.376,0.0,0.127,0.331,-7.063,0.0523,107.964,8,4,calm
Switching Gears,Switching Gears,Wulf,36LApvSKdp5LMmu7UtDK02,2018-05-25,34,182571,0.778,0.124,0.533,0.0,0.104,0.767,-7.84,0.0376,113.033,8,4,calm
NADA (with Lauren Jauregui & C. Tangana),NADA (with Lauren Jauregui & C. Tangana),Tainy,1CrwI6m6zrG8AvOyvzpTHO,2020-02-21,43,188690,0.826,0.152,0.504,4.89e-05,0.369,0.509,-7.355,0.14,91.999,8,4,calm
Little Love,Little Love - EP,James Smith,1bLjOTfcnvtCP3XYYP09kl,2018-06-01,49,241100,0.607,0.0766,0.705,2.73e-05,0.119,0.351,-5.745,0.0429,109.103,11,4,calm
Sims,~how i'm feeling~,Lauv,7sJwGtoWgkVRwzujlyT3cp,2019-10-03,0,155075,0.529,0.643,0.398,0.0,0.0637,0.567,-8.238,0.388,99.714,2,4,calm
Hold On Me,Hold On Me,Luke Burr,5aZmjXjYy1AvN1XHXqYWYr,2020-03-06,0,202968,0.511,0.669,0.368,1.95e-06,0.11,0.147,-9.968,0.105,79.875,0,4,calm
Where I Want to Be,Where I Want to Be,Slater Manzo,7tztd1VgFEsjjtq5MoKqes,2019-05-08,0,318842,0.842,0.0267,0.568,0.0129,0.393,0.0777,-6.631,0.103,120.993,9,4,calm
Better Days,Cageless,Hedley,5Kelvlf6aU6is8muBjaZ4S,2017-09-29,53,223786,0.355,0.368,0.728,0.0,0.0548,0.646,-4.395,0.133,93.203,0,4,calm
Nervous (The Ooh Song) - Mark McCabe Remix,Nervous (The Ooh Song) [Mark McCabe Remix],Gavin James,0L9lXMXddmoBbBUeF7A9An,2016-06-24,50,195194,0.432,0.0732,0.874,6.14e-06,0.371,0.374,-5.558,0.0462,103.85,7,4,calm
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,3cqPu20DGTGUoZtbJH2Dmi,2020-01-24,64,193667,0.605,0.63,0.365,6.83e-06,0.0554,0.224,-11.144,0.111,84.628,7,4,calm
Say Love,Chapters,James TW,49PVaqTTK6qn8Ku5BIR8Gt,2019-04-26,64,221386,0.753,0.114,0.451,1.09e-06,0.369,0.542,-7.638,0.0561,84.01,1,4,calm
u n eye,u n eye,Boy In Space,2gqt5wkwLgaP2ZEfqasBIL,2020-03-13,47,162775,0.67,0.143,0.753,0.0,0.233,0.717,-6.37,0.058,160.099,11,4,calm
Used to This,Romance,Camila Cabello,3r73OmpBtQAwMgawxOmlg0,2019-12-06,58,210001,0.583,0.361,0.495,3.35e-06,0.348,0.364,-7.681,0.0813,100.047,1,4,calm
Water Fountain,Narrated For You,Alec Benjamin,4IhKLu7Vk3j2TLmnFPl6To,2018-11-16,79,218893,0.723,0.388,0.504,7.4e-05,0.087,0.551,-5.572,0.0392,133.975,8,4,calm
Let Her Go,All The Little Lights,Passenger,7DFNE7NO0raLIUbgzY2rzm,2012-11-05,74,252866,0.509,0.385,0.538,0.0,0.104,0.244,-7.335,0.0572,75.089,7,4,calm
Expectations,Expectations,Lauren Jauregui,1EXotCuzdXR34W1MoP6Um7,2018-10-24,63,204066,0.576,0.00923,0.443,1.88e-06,0.124,0.452,-7.477,0.0754,180.08,4,3,calm
Sing It With Me,Sing It With Me,JP Cooper,60DwQiwwglVkTkTwDTTEId,2019-05-03,1,201198,0.54,0.0744,0.793,0.0,0.354,0.399,-4.379,0.0493,112.219,5,4,calm
You & Me,Chapters,James TW,1bQhZOoXYqjXs7u7rFXo0h,2019-04-26,70,231653,0.714,0.203,0.686,7.76e-06,0.102,0.828,-6.333,0.0445,127.015,11,4,calm
"Read All About It, Pt. III",Our Version Of Events (Special Edition),Emeli Sandé,30BsewEJZPxfuLNAlZPFje,2012-01-01,66,283706,0.63,0.822,0.44,3.87e-06,0.0926,0.343,-7.186,0.0249,98.082,2,4,calm
I never wanna lose you,I never wanna lose you,Teqkoi,5qiSzhwTxVWtvgqwANXXoP,2019-02-25,54,151920,0.725,0.525,0.398,0.000326,0.112,0.148,-13.445,0.0754,130.051,11,4,calm
F.N,F.N,Lil Tjay,0UPBidRYcgJ2mjZlk08V8x,2019-08-09,61,224000,0.562,0.323,0.502,0.0,0.0757,0.322,-10.269,0.255,120.104,6,1,calm
You Owe Me,Sick Boy...Side Effects,The Chainsmokers,3WgkvV1SMZyjxZPv9i3N13,2018-07-27,0,190546,0.679,0.237,0.435,1.54e-06,0.112,0.326,-8.238,0.0449,89.996,6,4,calm
broken parts,broken parts,clide,1epQHfyawVTqNwIyDBSHI5,2020-01-24,47,185026,0.484,0.847,0.139,0.0,0.11,0.236,-12.416,0.0662,151.918,0,3,calm
Stars,Small Town Boy (Deluxe),Duncan Laurence,6Syec1m9xRRdto08izXrY0,2021-05-21,56,172880,0.54,0.829,0.327,0.0,0.0947,0.336,-11.349,0.0332,96.504,6,4,calm
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,7CZyCXKG6d5ALeq41sLzbw,2019-09-06,76,229573,0.499,0.0906,0.8,0.0,0.147,0.272,-2.665,0.0502,139.919,1,4,calm
Panic Room,Panic Room,Au/Ra,7uUahoeqGNRMbpdeiLj1rS,2018-02-09,74,237772,0.495,0.152,0.426,5.65e-06,0.099,0.0636,-9.434,0.0736,97.91,8,4,calm
Power Over Me,Without Fear,Dermot Kennedy,4tViDtaHuSLnh7HVJTrKhs,2019-10-04,72,206960,0.319,0.0518,0.841,0.0,0.106,0.483,-4.232,0.147,173.868,9,3,calm
River (feat. Ed Sheeran),Revival,Eminem,1cS0TgbR263ey9jn0MwD2s,2017-12-15,73,221013,0.748,0.142,0.749,0.0,0.0713,0.659,-5.916,0.516,90.09,8,4,calm
Modern Loneliness,~how i'm feeling~,Lauv,7MZF7YLxOP2to9iblSulLc,2020-02-20,0,252337,0.702,0.144,0.508,0.0,0.108,0.143,-7.105,0.035,82.008,8,4,calm
Never Be Alone,Handwritten,Shawn Mendes,3BYyBzKGPOCHeginhe0F77,2015-04-14,69,215813,0.376,0.514,0.466,5.8e-05,0.0781,0.276,-6.927,0.0353,199.835,10,4,calm
This Love,Romance,Camila Cabello,7cHje4KLujM18aBSLvaySE,2019-12-06,61,220072,0.494,0.253,0.502,4.37e-06,0.105,0.162,-5.75,0.0329,179.643,8,3,calm
In the Dark,Camila,Camila Cabello,1GO9vCm5Cra5uWGSWQ5mGK,2018-01-12,54,219826,0.425,0.21,0.548,0.0,0.115,0.282,-6.762,0.114,175.756,7,4,calm
Something's Gotta Give,Camila,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,2018-01-12,62,236360,0.545,0.367,0.458,0.0,0.118,0.164,-4.6,0.0279,79.943,5,4,calm
All These Years,Camila,Camila Cabello,4XLu3tTSZiPFVC9mmuR6Zp,2018-01-12,61,164373,0.732,0.609,0.436,0.0,0.108,0.475,-7.409,0.117,94.852,1,4,calm
Old School Love (feat. Ed Sheeran),Old School Love (feat. Ed Sheeran),Lupe Fiasco,72FdcAg79So8xaAHs2mbrB,2013-10-15,49,273903,0.701,0.0908,0.781,1.75e-06,0.358,0.459,-8.493,0.134,86.006,5,4,calm
In The Silence - Demo,In The Silence (Demo),JP Cooper,05JVdHDpvHTqHnRmmzi9YM,2016-12-16,46,199719,0.519,0.924,0.353,0.0,0.11,0.414,-6.212,0.0251,94.91,8,4,calm
No Time for Love,No Time for Love,Alex Devon,6KRQhVOPoLSjrFPlRbhNDZ,2019-03-22,17,168000,0.778,0.583,0.463,0.0,0.102,0.669,-8.613,0.407,160.02,1,4,calm
29,29,Bankrol Hayden,294r8rdOqr0Nv1vuV5u8Qv,2018-05-18,55,116715,0.784,0.804,0.391,0.0,0.18,0.711,-10.628,0.215,90.789,3,4,calm
Paradise,Soul Searching,Bazzi,0Rx0DJI556Ix5gBny6EWmn,2019-08-09,76,169038,0.844,0.0828,0.644,0.0,0.113,0.591,-6.273,0.0479,122.061,11,4,calm
I'm Not The Only One,In The Lonely Hour,Sam Smith,7795WJLVKJoAyVoOtCWqXN,2014-05-26,82,239316,0.677,0.529,0.485,2.04e-05,0.0766,0.493,-5.795,0.0361,82.001,5,4,calm
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,3sTN90bIP2cJ1783ctHykO,2017-07-14,75,192160,0.625,0.147,0.763,0.0106,0.214,0.721,-4.997,0.129,88.753,8,4,calm
Light Me Up,It Doesn't Have to Make Sense,Ingrid Michaelson,1ak4qfZFxNy2Sg2dow5hQ9,2016-08-26,0,247842,0.407,0.156,0.596,0.000265,0.102,0.115,-7.886,0.0401,147.963,6,4,calm
Figure It Out,Figure It Out,Blu DeTiger,5G5qyRHlLmZgy915TBTCkB,2020-04-17,56,164317,0.747,0.493,0.554,0.000425,0.332,0.585,-6.154,0.289,96.988,8,4,calm
Think About Me,Morning After,dvsn,4LkLfPYc3yjOta7Gk8FDRB,2017-10-13,60,246240,0.547,0.0607,0.294,0.786,0.0933,0.11,-10.202,0.0482,105.027,7,4,calm
Reminder,Starboy,The Weeknd,37F0uwRSrdzkBiuj0D5UHI,2016-11-25,74,218880,0.706,0.142,0.505,0.0,0.164,0.388,-6.923,0.193,160.053,8,4,calm
E.T.A.,Changes,Justin Bieber,6PzOPrXx8tJEqace76yrv2,2020-02-14,58,176733,0.465,0.49,0.494,0.0,0.127,0.457,-7.595,0.066,127.298,4,4,calm
All That Matters,Journals,Justin Bieber,0ZStU0B4dcgFCjshz0wUFn,2014-05-13,0,191173,0.683,0.00444,0.526,0.0,0.0666,0.142,-5.988,0.0456,129.765,1,4,calm
